Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,CPDP Design & Process Validation,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Design Validation  (CPDP Deliverables),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Design Validation Protocol,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Design Validation Protocol/Execution,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Design Validation Report,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Design Validation Summary Report,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Control - Software Validation Report (If Applicable),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Initiate),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Output  (CPDP Deliverables) - DHF  (Update if required),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Design Output  (CPDP Deliverables) - DMR  (Update if required),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Post Market Safety Reporting including MARL (if applicable),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Complete Request Intake Form for Product Quality Complaint New Product Introduction for Clinical as part of the general Product Quality Complaint Process,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Update Regulated Substances Plan (if required),,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Update General Performance and Safety (GSPR) Checklist,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Combination Products  Development Process (CPDP),,Update of Regulated Substances Report and Supplier Regulated Substances Declarations (if required) ,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Dossier Development Operations (DDO),,"Marketing Application  dossier strategy and development timeline completed.  Review the current MAA/BLA review process, timeline and plan (BLA/MAA kick off meeting) with extended team and functional areas ",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,"Complete or revisit Complexity Assessment Form with team.  Create or revise (if necessary) complexity assessment decision.  Create or revise uFMEA for commercial product, if needed.  Complete HF studies, if needed. (For non-combination products.  See Comment in Stage 3)",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,DP process development and robustness studies data reviewed at level 1 governance.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,Review DP  formulation robustness DOE study (available data on range finding).,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,"EHS Requirement: complete design for sustainability document, develop label for DP",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,DP process validation protocol approved (8B).,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,"Finalize Criticality Analysis (CQA, CPP's, CMAs and control strategy).",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,"Characterization of excipients, heavy metals and silicones (process/product impurities) for clinical batches  completed.",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,All PF2P activities completed for commercial process.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,Commercial Primary Component Specifications updated as needed. ,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,Commercial Container Closure System Development Report updated as needed. ,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,"Passive shipping systems qualified, if applicable.",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Drug Product Development & Delivery (DPD&D),,JJ Packaging Design protocol (review and update if needed),,,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,DS and DP Process Validation Batch Records and SOP's approved.,,VCL,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,"Commercial shipping routes identified for DS, DP & Finished Product (for DPD shipper validation).",,SCDL,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,DS and DP commercial min & max batch sizes determined.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Commercial secondary packaging strategy initiated.,,FIN,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Packaging process FMEA done and control plan defined,,Pack TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Packaging equipment design review completed,,Pack TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Commercial financial product flow system set-up.,,TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Final equipment and process changes implemented (based on After Action Review from clinical production).,,TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Participate in After Action Review from Ph3 batches and document in risk register.,,TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,"Participate in Criticality Analysis (CQA, CPPs, CMA's, control strategy, CPV 3a plan/protocol).",,TLIs,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,"Functional area review of DS and DP process control, pooling, hold-time, and characterization.",,SCDL,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,"Review DS and DP documents, including process robustness study report, small-scale model dev report, process validation protocol, genetic stability validation protocol, small scale model data functional and tech review, CQA and CPP report/memos, process validation strategy.",,TLIs/QI,,,
Protein,8,API & DP Process Validation Batch Readiness,JSC Value Chain Management (VCLs),,Ensure Customer Centered Design deliverables are completed for this stage. (CMCL Co-owner),,CMC-L/VCL are co-owners of this deliverable ,,,
Protein,8,API & DP Process Validation Batch Readiness,Material Sciences (MS),,All polymeric risk scoring initiated and completed by end of PPQ. Initiate Extractables study if required.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Material Sciences (MS),,"Complete selection, qualification and release testing specifications/methods gap mitigations for raw materials for DS and DP for PPQ manufacture.",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Material Sciences (MS),,"Complete protocols/documentation supporting inclusion of raw materials variation and characterization in DS and DP Process Validation Strategy (media, buffers, resins, chemicals, excipients and polymeric product contact materials).",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,Ensure that Stability protocols for PPQ and commercial  manufacturing prepared by PQM Product Quality Specialist for all protein modalities.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,Complete  initial process FMEA (COMBO Product Requirement),,QE,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional risk management activities are completed/known",,QE,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,"Review PRA, update if additional risk management activities are completed/known",,QE,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,Device Quality,,,
Protein,8,API & DP Process Validation Batch Readiness,Product Quality Management (PQM),,Approve Criticality Analysis.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,"Support risk management activities: includes risk identification, mitigation, monitor & control; risk register utilization.",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,Facilitate After Action Review and PF2P sessions.,,,,,
Protein,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,"Developed scenarios in support of strategic planning (as required), strategic impact analysis (critical path, risk, budget variances).",,,,,
Protein,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,"Project plan updated and reviewed with CMC Team: prioritize, track team milestones & deliverables, proactive management of KEM aligned to CMC SG’s.",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"Generate strategy for characterization tests to be included in the commercial lab specs, based on review of data from char tests during PPQ campaigns",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"DS intermediate, DS and DP comprehensive analytical data review by functional area completed including stability data. ",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Review data and make final recommendation (temperature and time duration) for room temperature storage for patient use (if required in the TPP).,,AD-SI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Complete in vivo studies for glycoform clearance and degradation as needed.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Continue preparation of S.3.1 Elucidation of Structure.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Complete Product characterization studies (degradation pathways etc.).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),, Ensure Primary and Working reference standard qualification and characterization testing completed.,,AD-SI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),, Applicable CTD draft analytical sections started.,,AD-SI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"ProVal  process characterization (upstream, downstream & DP) data provided to study director.",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Analytical pre-BLA meeting content & management review completed (if applicable).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"Draft and obtain AD endorsement of initial commercial specifications for intermediate, DS, DP. Final proposal will come following availability of 3-6 mo stability data on Proval batches (evaluate deliverable for accelerated programs).  ",,AD-SI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Complete any additional process impurity method qualification/validations as needed.,,Impurity POC,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Complete transfer of execution of PPQ and commercial  release and stability methods to JSC QC (i.e ownership of secondary transfers). Includes device methods.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Maintain sample archive/permanent retention program for all Clinical and ProVal batches.,,AD-SI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,"EHS Requirement: REACH registration approved, develop industrial hygiene (IH) sampling and method  - as applicable  (see EHS tab for contacts).",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,DS upstream and downstream process validation data & small-scale module validation review by Level 1 governance completed (9A).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,API Upstream and Downstream criticality analysis and control strategy review by 9A.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,EEPCB generation executed; genetic characterization completed by Cell and Developability Sciences and reports approved,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,CTD draft upstream and downstream sections started.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,Upstream and downstream development history & other CTD source documents completed.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,Upstream and downstream pre-BLA meeting CMC content & management review completed (if applicable).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,Provide a detailed description of the completed IP review of novel ideas and innovations during late phase development.  Request approval of patent and publication strategy.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,API (Proteins),,Draft / Approve CPP / Criticality reports,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of Ph3 mfg. and provide to the JSC organization,,"CSI, BCPO SCM, BCPO GP",,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Ensure overall CSC FTE and OOP budget compound and study level in place,,CSI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Alignment with Medical Affairs on potential demands,,CSI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Stage 9A/9B/9C Council presentation review completed.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,"Ensure Customer Centered Design deliverables are completed for this stage (combo products), inclusive of Customer Centered Design Workshop as needed.",,CMC-L/VCL are co-owners of this deliverable ,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Ensure LD Criticality Report is updated (if applicable).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Ensure CMC team members identified in functional review matrices review the following draft Reports: DS & DP specification and JOS; DS & DP Criticality Reports. Needs further discussion within Portfolio Management. ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Update CMC Risk Register.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,EHS Requirement: Update DP SDS to align with approved IFU/product label,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Pre-Submission meeting package submitted to HA's/meetings completed (if applicable).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,"Identify Notified Body for EU device review, initiate conversations with Notified Body (SG9A)",,CMCRA,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Contact Procurement to establish a contract with the Notified Body and execute contract 2 months before submission of technical package for review. ,,CMCRA,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Submit the technical dossier for review and opinion by the Notified Body (at least 6 months before MAA submission).,,CMCRA,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,CPDP Design & Process Validation,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - PAI Readiness Checklist (Device/Combo) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Checklist execution Summary/Remediation Report,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Design Control - Design and Development Plan  (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan/Report (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Human Factors Plan (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update of Regulated Substances Plan (if required),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update of Regulated Substances Report and Supplier Regulated Substances Declarations (if required) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Secondary Package – Process Qualification (as needed) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Distribution Testing Procedure – Approve Test Protocol & Distribution Test Results (as needed) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Calculate Thermal Density of Temperature Shipping Systems (as needed) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Qualification Report of Insulated Shipping Container for Temperature Sensitive Products (as needed)  ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Shipping Process Validation Report – Cold Chain (as needed),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Executed In-Use Reliability Testing Report ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update General Safety and Performance Requirements (GSPR) Checklist (if required),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Complete Request Intake Form for Product Quality Complaint New Product Introduction for Clinical as part of the general Product Quality Complaint Process,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Final Labeling/IFU (Update) Deliver Label Working Group (LWG) approved IFU (as needed) ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,IFU - DDO Submission & HA Approval (as needed),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Clinical Submission,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Regulatory Plan,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Regulatory Submission,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Control Strategy,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Control Plan,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,"Design Validation Protocols, Reports & Summary Report",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update to Design Transfer Plan and Design Transfer Report ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Process Performance Qualification Protocols and  Reports,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Traceability Matrix Template (Finalize),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Final Design Verification and Summary Report,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Human Factors Summary Report,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Review current plans and data to determine if development buy-ups are needed. ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,For EU MDR identify economic operators and update Quality Agreements (if applicable),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Post Market Product Management Plan (if applicable),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Commercialization Readiness Checklist,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Design Validation and Process Validation Stage Design Review,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,"Create and complete the technical dossier for review and opinion by NB, and assemble  package for submission to NB",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Pre-submission package prepared and approved for HA meeting if applicable,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Marketing Application development in progress and complete dossier strategy for content for derivative dossiers ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,"Complete or revisit Complexity Assessment Form with team.  Create or revise (if necessary) complexity assessment decision.  Create or revise uFMEA for commercial product, if needed.  Complete HF studies, if needed. (For non-combination products.  See Comment in Stage 3)",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP process validation data review completed (9B).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP & Device criticality analysis and control strategy review completed (9B).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP development history and other CTD source documents completed.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP and Device pre-BLA meeting content & management review completed (if applicable). ,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,"Nitrosamine risk assessment documented and control strategy defined (with API, AD, Material Sciences, PC&D and PQM) ",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,JJ Packaging Design Protocol (review and updated when needed),,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal DS and DP batches manufactured.,,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS & DP shipment (simulated transportation supportive) study report approved.,,DP TLI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal device batches manufactured.,,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"ProVal characterization, release and stability samples sent to testing labs (as required).",,VCL,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Commercial Secondary Packaging Source locked.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Packaging physical distribution testing completed,,Pack TLI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Packaging thermal protection (outbound DC) defined,,Pack TLI,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,High level Commercial Launch Strategy initiated.,,SCDL,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Updated strategic forecast and capacity planning for API and DP via NPS/FIS.,,NPD,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Update SWOT Assessment (if needed).,,VCL,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Product Strategy Roadmap (PSR) refreshed.,,SCDL,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS: at-risk launch inventory build approved and production initiated (if needed).,,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"Functional area review of DS and DP reports, including process validation data and small-scale model validation, criticality analysis, and development history. ",,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Ensure Customer Centered Design deliverables are completed for this stage. (CMCL Co-owner),,CMC-L/VCL are co-owners of this deliverable ,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Approve Brand Protection Product Risk Assessment VAT for Brand Protection,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Review cold-chain and DS/DP shipping strategy (for primary containers).,,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Distribution Assessment team created after packaging sourcing decision,,SCDL,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Cleaning validation completed.,,TLIs,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete analysis and documentation of raw material-related elements of Process Validation (media, buffers, resins, chemicals, excipients and polymeric product contact materials).",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete raw material-related source documents for CTD for media, buffers, resins, excipients and polymeric product contact materials.",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Initiate long term leachable study to support BLA/Marketing Application using process validation batches.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete EU Excipient Risk Assessment (DP-independent by end of PPQ and DP-dependent as part of BLA preparation).,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete ICH Q3D Elemental Impurities Risk Assessment on DP.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional risk management activities are completed/known",,QE,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,"Review PRA, update if additional risk management activities are completed/known",,QE,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,Complete applicable  PRM and WRM qualification testing in JSC QC  and provide results to DPDS AD.,,QC,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,JSC QC complete transfer of execution of PPQ and commercial release and stability methods from DPDS AD.,,QC,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,Device quality,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,PAI readiness plans established.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,DS and DP ProVal batches released.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Support risk management activities: includes risk identification, mitigation, monitor & control; risk register utilization.",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Facilitate After Action Review and PF2P sessions.,,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Project plan updated and reviewed with CMC Team: prioritize, track team milestones & deliverables, proactive management of KEM aligned to CMC SG’s.",,,,,
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,
